SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
BSE,C,1026077,FUTCUR,0,USDINR-28Aug2024-FUT,1.0,USDINR AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.25,M,FUTCUR,,USDINR
BSE,C,1026078,FUTCUR,0,GBPINR-28Aug2024-FUT,1.0,GBPINR AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.25,M,FUTCUR,,GBPINR
BSE,C,1026079,FUTCUR,0,EURINR-28Aug2024-FUT,1.0,EURINR AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.25,M,FUTCUR,,EURINR
BSE,C,1026080,FUTCUR,0,JPYINR-28Aug2024-FUT,1.0,JPYINR AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.25,M,FUTCUR,,JPYINR
BSE,C,1026081,FUTCUR,0,EURUSD-28Aug2024-FUT,1.0,EURUSD AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.01,M,FUTCUR,,EURUSD
BSE,C,1026082,FUTCUR,0,GBPUSD-28Aug2024-FUT,1.0,GBPUSD AUG FUT,2024-08-28 14:30:00,-0.01,XX,0.01,M,FUTCUR,,GBPUSD
BSE,C,1026083,FUTCUR,0,USDJPY-28Aug2024-FUT,1.0,USDJPY AUG FUT,2024-08-28 14:30:00,-0.01,XX,1.0,M,FUTCUR,,USDJPY
BSE,C,1029516,FUTCUR,0,USDINR-26Sep2024-FUT,1.0,USDINR SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.25,M,FUTCUR,,USDINR
BSE,C,1029517,FUTCUR,0,GBPINR-26Sep2024-FUT,1.0,GBPINR SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.25,M,FUTCUR,,GBPINR
BSE,C,1029518,FUTCUR,0,EURINR-26Sep2024-FUT,1.0,EURINR SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.25,M,FUTCUR,,EURINR
BSE,C,1029519,FUTCUR,0,JPYINR-26Sep2024-FUT,1.0,JPYINR SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.25,M,FUTCUR,,JPYINR
BSE,C,1029520,FUTCUR,0,EURUSD-26Sep2024-FUT,1.0,EURUSD SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.01,M,FUTCUR,,EURUSD
BSE,C,1029521,FUTCUR,0,GBPUSD-26Sep2024-FUT,1.0,GBPUSD SEP FUT,2024-09-26 14:30:00,-0.01,XX,0.01,M,FUTCUR,,GBPUSD
BSE,C,1029522,FUTCUR,0,USDJPY-26Sep2024-FUT,1.0,USDJPY SEP FUT,2024-09-26 14:30:00,-0.01,XX,1.0,M,FUTCUR,,USDJPY
BSE,C,1034143,FUTCUR,0,USDINR-29Oct2024-FUT,1.0,USDINR OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.25,M,FUTCUR,,USDINR
BSE,C,1034144,FUTCUR,0,GBPINR-29Oct2024-FUT,1.0,GBPINR OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.25,M,FUTCUR,,GBPINR
BSE,C,1034145,FUTCUR,0,EURINR-29Oct2024-FUT,1.0,EURINR OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.25,M,FUTCUR,,EURINR
BSE,C,1034146,FUTCUR,0,JPYINR-29Oct2024-FUT,1.0,JPYINR OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.25,M,FUTCUR,,JPYINR
BSE,C,1034147,FUTCUR,0,EURUSD-29Oct2024-FUT,1.0,EURUSD OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.01,M,FUTCUR,,EURUSD
BSE,C,1034149,FUTCUR,0,GBPUSD-29Oct2024-FUT,1.0,GBPUSD OCT FUT,2024-10-29 14:30:00,-0.01,XX,0.01,M,FUTCUR,,GBPUSD
BSE,C,1034151,FUTCUR,0,USDJPY-29Oct2024-FUT,1.0,USDJPY OCT FUT,2024-10-29 14:30:00,-0.01,XX,1.0,M,FUTCUR,,USDJPY
BSE,C,1038942,FUTCUR,0,USDINR-27Nov2024-FUT,1.0,USDINR NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,USDINR
BSE,C,1038944,FUTCUR,0,GBPINR-27Nov2024-FUT,1.0,GBPINR NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,GBPINR
BSE,C,1038945,FUTCUR,0,EURINR-27Nov2024-FUT,1.0,EURINR NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,EURINR
BSE,C,1038946,FUTCUR,0,JPYINR-27Nov2024-FUT,1.0,JPYINR NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,JPYINR
BSE,C,1038947,FUTCUR,0,EURUSD-27Nov2024-FUT,1.0,EURUSD NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.01,M,FUTCUR,,EURUSD
BSE,C,1038948,FUTCUR,0,GBPUSD-27Nov2024-FUT,1.0,GBPUSD NOV FUT,2024-11-27 14:30:00,-0.01,XX,0.01,M,FUTCUR,,GBPUSD
BSE,C,1038949,FUTCUR,0,USDJPY-27Nov2024-FUT,1.0,USDJPY NOV FUT,2024-11-27 14:30:00,-0.01,XX,1.0,M,FUTCUR,,USDJPY
BSE,C,1048627,FUTCUR,0,USDINR-27Dec2024-FUT,1.0,USDINR DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,USDINR
BSE,C,1048628,FUTCUR,0,GBPINR-27Dec2024-FUT,1.0,GBPINR DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,GBPINR
BSE,C,1048629,FUTCUR,0,EURINR-27Dec2024-FUT,1.0,EURINR DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,EURINR
BSE,C,1048630,FUTCUR,0,JPYINR-27Dec2024-FUT,1.0,JPYINR DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.25,M,FUTCUR,,JPYINR
BSE,C,1048632,FUTCUR,0,EURUSD-27Dec2024-FUT,1.0,EURUSD DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.01,M,FUTCUR,,EURUSD
BSE,C,1048633,FUTCUR,0,GBPUSD-27Dec2024-FUT,1.0,GBPUSD DEC FUT,2024-12-27 14:30:00,-0.01,XX,0.01,M,FUTCUR,,GBPUSD
BSE,C,1048634,FUTCUR,0,USDJPY-27Dec2024-FUT,1.0,USDJPY DEC FUT,2024-12-27 14:30:00,-0.01,XX,1.0,M,FUTCUR,,USDJPY
BSE,C,1048641,OPTCUR,0,USDINR-26Sep2024-83.2-CE,1.0,USDINR 26 SEP 83.2 CALL,2024-09-26 14:30:00,83.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048642,OPTCUR,0,USDINR-26Sep2024-83.2-PE,1.0,USDINR 26 SEP 83.2 PUT,2024-09-26 14:30:00,83.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048643,OPTCUR,0,USDINR-26Sep2024-83.1-CE,1.0,USDINR 26 SEP 83.1 CALL,2024-09-26 14:30:00,83.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048644,OPTCUR,0,USDINR-26Sep2024-83.1-PE,1.0,USDINR 26 SEP 83.1 PUT,2024-09-26 14:30:00,83.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048645,OPTCUR,0,USDINR-26Sep2024-82.9-CE,1.0,USDINR 26 SEP 82.9 CALL,2024-09-26 14:30:00,82.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048646,OPTCUR,0,USDINR-26Sep2024-82.9-PE,1.0,USDINR 26 SEP 82.9 PUT,2024-09-26 14:30:00,82.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048647,OPTCUR,0,USDINR-26Sep2024-82.8-CE,1.0,USDINR 26 SEP 82.8 CALL,2024-09-26 14:30:00,82.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048648,OPTCUR,0,USDINR-26Sep2024-82.8-PE,1.0,USDINR 26 SEP 82.8 PUT,2024-09-26 14:30:00,82.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048649,OPTCUR,0,USDINR-26Sep2024-82.7-CE,1.0,USDINR 26 SEP 82.7 CALL,2024-09-26 14:30:00,82.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048650,OPTCUR,0,USDINR-26Sep2024-82.7-PE,1.0,USDINR 26 SEP 82.7 PUT,2024-09-26 14:30:00,82.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048651,OPTCUR,0,USDINR-26Sep2024-82.6-CE,1.0,USDINR 26 SEP 82.6 CALL,2024-09-26 14:30:00,82.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048652,OPTCUR,0,USDINR-26Sep2024-82.6-PE,1.0,USDINR 26 SEP 82.6 PUT,2024-09-26 14:30:00,82.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048653,OPTCUR,0,USDINR-26Sep2024-82.4-CE,1.0,USDINR 26 SEP 82.4 CALL,2024-09-26 14:30:00,82.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048654,OPTCUR,0,USDINR-26Sep2024-82.4-PE,1.0,USDINR 26 SEP 82.4 PUT,2024-09-26 14:30:00,82.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048655,OPTCUR,0,USDINR-26Sep2024-82.3-CE,1.0,USDINR 26 SEP 82.3 CALL,2024-09-26 14:30:00,82.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048656,OPTCUR,0,USDINR-26Sep2024-82.3-PE,1.0,USDINR 26 SEP 82.3 PUT,2024-09-26 14:30:00,82.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048657,OPTCUR,0,USDINR-26Sep2024-82.2-CE,1.0,USDINR 26 SEP 82.2 CALL,2024-09-26 14:30:00,82.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048658,OPTCUR,0,USDINR-26Sep2024-82.2-PE,1.0,USDINR 26 SEP 82.2 PUT,2024-09-26 14:30:00,82.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048659,OPTCUR,0,USDINR-26Sep2024-82.1-CE,1.0,USDINR 26 SEP 82.1 CALL,2024-09-26 14:30:00,82.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048660,OPTCUR,0,USDINR-26Sep2024-82.1-PE,1.0,USDINR 26 SEP 82.1 PUT,2024-09-26 14:30:00,82.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048661,OPTCUR,0,USDINR-26Sep2024-81.9-CE,1.0,USDINR 26 SEP 81.9 CALL,2024-09-26 14:30:00,81.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048662,OPTCUR,0,USDINR-26Sep2024-81.9-PE,1.0,USDINR 26 SEP 81.9 PUT,2024-09-26 14:30:00,81.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048663,OPTCUR,0,USDINR-26Sep2024-81.8-CE,1.0,USDINR 26 SEP 81.8 CALL,2024-09-26 14:30:00,81.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048664,OPTCUR,0,USDINR-26Sep2024-81.8-PE,1.0,USDINR 26 SEP 81.8 PUT,2024-09-26 14:30:00,81.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048665,OPTCUR,0,USDINR-26Sep2024-81.7-CE,1.0,USDINR 26 SEP 81.7 CALL,2024-09-26 14:30:00,81.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048666,OPTCUR,0,USDINR-26Sep2024-81.7-PE,1.0,USDINR 26 SEP 81.7 PUT,2024-09-26 14:30:00,81.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048667,OPTCUR,0,USDINR-26Sep2024-81.6-CE,1.0,USDINR 26 SEP 81.6 CALL,2024-09-26 14:30:00,81.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048668,OPTCUR,0,USDINR-26Sep2024-81.6-PE,1.0,USDINR 26 SEP 81.6 PUT,2024-09-26 14:30:00,81.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048669,OPTCUR,0,USDINR-26Sep2024-81.4-CE,1.0,USDINR 26 SEP 81.4 CALL,2024-09-26 14:30:00,81.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048670,OPTCUR,0,USDINR-26Sep2024-81.4-PE,1.0,USDINR 26 SEP 81.4 PUT,2024-09-26 14:30:00,81.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048671,OPTCUR,0,USDINR-26Sep2024-81.3-CE,1.0,USDINR 26 SEP 81.3 CALL,2024-09-26 14:30:00,81.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048672,OPTCUR,0,USDINR-26Sep2024-81.3-PE,1.0,USDINR 26 SEP 81.3 PUT,2024-09-26 14:30:00,81.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048673,OPTCUR,0,USDINR-26Sep2024-81.2-CE,1.0,USDINR 26 SEP 81.2 CALL,2024-09-26 14:30:00,81.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048674,OPTCUR,0,USDINR-26Sep2024-81.2-PE,1.0,USDINR 26 SEP 81.2 PUT,2024-09-26 14:30:00,81.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048675,OPTCUR,0,USDINR-26Sep2024-81.1-CE,1.0,USDINR 26 SEP 81.1 CALL,2024-09-26 14:30:00,81.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048676,OPTCUR,0,USDINR-26Sep2024-81.1-PE,1.0,USDINR 26 SEP 81.1 PUT,2024-09-26 14:30:00,81.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048677,OPTCUR,0,USDINR-26Sep2024-80.9-CE,1.0,USDINR 26 SEP 80.9 CALL,2024-09-26 14:30:00,80.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048678,OPTCUR,0,USDINR-26Sep2024-80.9-PE,1.0,USDINR 26 SEP 80.9 PUT,2024-09-26 14:30:00,80.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048679,OPTCUR,0,USDINR-26Sep2024-80.8-CE,1.0,USDINR 26 SEP 80.8 CALL,2024-09-26 14:30:00,80.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048680,OPTCUR,0,USDINR-26Sep2024-80.8-PE,1.0,USDINR 26 SEP 80.8 PUT,2024-09-26 14:30:00,80.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048681,OPTCUR,0,USDINR-26Sep2024-80.7-CE,1.0,USDINR 26 SEP 80.7 CALL,2024-09-26 14:30:00,80.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048682,OPTCUR,0,USDINR-26Sep2024-80.7-PE,1.0,USDINR 26 SEP 80.7 PUT,2024-09-26 14:30:00,80.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048683,OPTCUR,0,USDINR-26Sep2024-80.6-CE,1.0,USDINR 26 SEP 80.6 CALL,2024-09-26 14:30:00,80.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048684,OPTCUR,0,USDINR-26Sep2024-80.6-PE,1.0,USDINR 26 SEP 80.6 PUT,2024-09-26 14:30:00,80.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048685,OPTCUR,0,USDINR-26Sep2024-80.4-CE,1.0,USDINR 26 SEP 80.4 CALL,2024-09-26 14:30:00,80.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048686,OPTCUR,0,USDINR-26Sep2024-80.4-PE,1.0,USDINR 26 SEP 80.4 PUT,2024-09-26 14:30:00,80.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048687,OPTCUR,0,USDINR-26Sep2024-80.3-CE,1.0,USDINR 26 SEP 80.3 CALL,2024-09-26 14:30:00,80.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048688,OPTCUR,0,USDINR-26Sep2024-80.3-PE,1.0,USDINR 26 SEP 80.3 PUT,2024-09-26 14:30:00,80.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048689,OPTCUR,0,USDINR-26Sep2024-83.3-CE,1.0,USDINR 26 SEP 83.3 CALL,2024-09-26 14:30:00,83.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048690,OPTCUR,0,USDINR-26Sep2024-83.3-PE,1.0,USDINR 26 SEP 83.3 PUT,2024-09-26 14:30:00,83.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048691,OPTCUR,0,USDINR-26Sep2024-83.4-CE,1.0,USDINR 26 SEP 83.4 CALL,2024-09-26 14:30:00,83.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048692,OPTCUR,0,USDINR-26Sep2024-83.4-PE,1.0,USDINR 26 SEP 83.4 PUT,2024-09-26 14:30:00,83.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048693,OPTCUR,0,USDINR-26Sep2024-83.6-CE,1.0,USDINR 26 SEP 83.6 CALL,2024-09-26 14:30:00,83.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048694,OPTCUR,0,USDINR-26Sep2024-83.6-PE,1.0,USDINR 26 SEP 83.6 PUT,2024-09-26 14:30:00,83.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048695,OPTCUR,0,USDINR-26Sep2024-83.7-CE,1.0,USDINR 26 SEP 83.7 CALL,2024-09-26 14:30:00,83.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048696,OPTCUR,0,USDINR-26Sep2024-83.7-PE,1.0,USDINR 26 SEP 83.7 PUT,2024-09-26 14:30:00,83.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048697,OPTCUR,0,USDINR-26Sep2024-83.8-CE,1.0,USDINR 26 SEP 83.8 CALL,2024-09-26 14:30:00,83.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048698,OPTCUR,0,USDINR-26Sep2024-83.8-PE,1.0,USDINR 26 SEP 83.8 PUT,2024-09-26 14:30:00,83.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048699,OPTCUR,0,USDINR-26Sep2024-83.9-CE,1.0,USDINR 26 SEP 83.9 CALL,2024-09-26 14:30:00,83.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048700,OPTCUR,0,USDINR-26Sep2024-83.9-PE,1.0,USDINR 26 SEP 83.9 PUT,2024-09-26 14:30:00,83.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048701,OPTCUR,0,USDINR-26Sep2024-84.1-CE,1.0,USDINR 26 SEP 84.1 CALL,2024-09-26 14:30:00,84.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048702,OPTCUR,0,USDINR-26Sep2024-84.1-PE,1.0,USDINR 26 SEP 84.1 PUT,2024-09-26 14:30:00,84.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048703,OPTCUR,0,USDINR-26Sep2024-84.2-CE,1.0,USDINR 26 SEP 84.2 CALL,2024-09-26 14:30:00,84.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048704,OPTCUR,0,USDINR-26Sep2024-84.2-PE,1.0,USDINR 26 SEP 84.2 PUT,2024-09-26 14:30:00,84.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048705,OPTCUR,0,USDINR-26Sep2024-84.3-CE,1.0,USDINR 26 SEP 84.3 CALL,2024-09-26 14:30:00,84.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048706,OPTCUR,0,USDINR-26Sep2024-84.3-PE,1.0,USDINR 26 SEP 84.3 PUT,2024-09-26 14:30:00,84.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048707,OPTCUR,0,USDINR-26Sep2024-84.4-CE,1.0,USDINR 26 SEP 84.4 CALL,2024-09-26 14:30:00,84.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048708,OPTCUR,0,USDINR-26Sep2024-84.4-PE,1.0,USDINR 26 SEP 84.4 PUT,2024-09-26 14:30:00,84.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048709,OPTCUR,0,USDINR-26Sep2024-84.6-CE,1.0,USDINR 26 SEP 84.6 CALL,2024-09-26 14:30:00,84.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048710,OPTCUR,0,USDINR-26Sep2024-84.6-PE,1.0,USDINR 26 SEP 84.6 PUT,2024-09-26 14:30:00,84.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048711,OPTCUR,0,USDINR-26Sep2024-84.7-CE,1.0,USDINR 26 SEP 84.7 CALL,2024-09-26 14:30:00,84.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048712,OPTCUR,0,USDINR-26Sep2024-84.7-PE,1.0,USDINR 26 SEP 84.7 PUT,2024-09-26 14:30:00,84.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048713,OPTCUR,0,USDINR-26Sep2024-84.8-CE,1.0,USDINR 26 SEP 84.8 CALL,2024-09-26 14:30:00,84.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048714,OPTCUR,0,USDINR-26Sep2024-84.8-PE,1.0,USDINR 26 SEP 84.8 PUT,2024-09-26 14:30:00,84.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048715,OPTCUR,0,USDINR-26Sep2024-84.9-CE,1.0,USDINR 26 SEP 84.9 CALL,2024-09-26 14:30:00,84.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048716,OPTCUR,0,USDINR-26Sep2024-84.9-PE,1.0,USDINR 26 SEP 84.9 PUT,2024-09-26 14:30:00,84.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048717,OPTCUR,0,USDINR-26Sep2024-85.1-CE,1.0,USDINR 26 SEP 85.1 CALL,2024-09-26 14:30:00,85.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048718,OPTCUR,0,USDINR-26Sep2024-85.1-PE,1.0,USDINR 26 SEP 85.1 PUT,2024-09-26 14:30:00,85.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048719,OPTCUR,0,USDINR-26Sep2024-85.2-CE,1.0,USDINR 26 SEP 85.2 CALL,2024-09-26 14:30:00,85.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048720,OPTCUR,0,USDINR-26Sep2024-85.2-PE,1.0,USDINR 26 SEP 85.2 PUT,2024-09-26 14:30:00,85.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048721,OPTCUR,0,USDINR-26Sep2024-85.3-CE,1.0,USDINR 26 SEP 85.3 CALL,2024-09-26 14:30:00,85.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048722,OPTCUR,0,USDINR-26Sep2024-85.3-PE,1.0,USDINR 26 SEP 85.3 PUT,2024-09-26 14:30:00,85.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048723,OPTCUR,0,USDINR-26Sep2024-85.4-CE,1.0,USDINR 26 SEP 85.4 CALL,2024-09-26 14:30:00,85.4,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048724,OPTCUR,0,USDINR-26Sep2024-85.4-PE,1.0,USDINR 26 SEP 85.4 PUT,2024-09-26 14:30:00,85.4,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048725,OPTCUR,0,USDINR-26Sep2024-85.6-CE,1.0,USDINR 26 SEP 85.6 CALL,2024-09-26 14:30:00,85.6,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048726,OPTCUR,0,USDINR-26Sep2024-85.6-PE,1.0,USDINR 26 SEP 85.6 PUT,2024-09-26 14:30:00,85.6,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048727,OPTCUR,0,USDINR-26Sep2024-85.7-CE,1.0,USDINR 26 SEP 85.7 CALL,2024-09-26 14:30:00,85.7,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048728,OPTCUR,0,USDINR-26Sep2024-85.7-PE,1.0,USDINR 26 SEP 85.7 PUT,2024-09-26 14:30:00,85.7,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048729,OPTCUR,0,USDINR-26Sep2024-85.8-CE,1.0,USDINR 26 SEP 85.8 CALL,2024-09-26 14:30:00,85.8,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048730,OPTCUR,0,USDINR-26Sep2024-85.8-PE,1.0,USDINR 26 SEP 85.8 PUT,2024-09-26 14:30:00,85.8,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048731,OPTCUR,0,USDINR-26Sep2024-85.9-CE,1.0,USDINR 26 SEP 85.9 CALL,2024-09-26 14:30:00,85.9,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048732,OPTCUR,0,USDINR-26Sep2024-85.9-PE,1.0,USDINR 26 SEP 85.9 PUT,2024-09-26 14:30:00,85.9,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048733,OPTCUR,0,USDINR-26Sep2024-86.1-CE,1.0,USDINR 26 SEP 86.1 CALL,2024-09-26 14:30:00,86.1,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048734,OPTCUR,0,USDINR-26Sep2024-86.1-PE,1.0,USDINR 26 SEP 86.1 PUT,2024-09-26 14:30:00,86.1,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048735,OPTCUR,0,USDINR-26Sep2024-86.2-CE,1.0,USDINR 26 SEP 86.2 CALL,2024-09-26 14:30:00,86.2,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048736,OPTCUR,0,USDINR-26Sep2024-86.2-PE,1.0,USDINR 26 SEP 86.2 PUT,2024-09-26 14:30:00,86.2,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048737,OPTCUR,0,USDINR-26Sep2024-86.3-CE,1.0,USDINR 26 SEP 86.3 CALL,2024-09-26 14:30:00,86.3,CE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048738,OPTCUR,0,USDINR-26Sep2024-86.3-PE,1.0,USDINR 26 SEP 86.3 PUT,2024-09-26 14:30:00,86.3,PE,0.25,Q,OPTCUR,,USDINR
BSE,C,1048775,OPTCUR,0,EURUSD-26Sep2024-1.1025-CE,1.0,EURUSD 26 SEP 1.1025 CALL,2024-09-26 14:30:00,1.1025,CE,0.01,Q,OPTCUR,,EURUSD
BSE,C,1048776,OPTCUR,0,EURUSD-26Sep2024-1.1025-PE,1.0,EURUSD 26 SEP 1.1025 PUT,2024-09-26 14:30:00,1.1025,PE,0.01,Q,OPTCUR,,EURUSD
BSE,C,1048777,OPTCUR,0,EURUSD-26Sep2024-1.0975-CE,1.0,EURUSD 26 SEP 1.0975 CALL,2024-09-26 14:30:00,1.0975,CE,0.01,Q,OPTCUR,,EURUSD
BSE,C,1048778,OPTCUR,0,EURUSD-26Sep2024-1.0975-PE,1.0,EURUSD 26 SEP 1.0975 PUT,2024-09-26 14:30:00,1.0975,PE,0.01,Q,OPTCUR,,EURUSD
BSE,C,1048779,OPTCUR,0,EURUSD-26Sep2024-1.0925-CE,1.0,EURUSD 26 SEP 1.0925 CALL,2024-09-26 14:30:00,1.0925,CE,0.01,Q,OPTCUR,,EURUSD
